Company_Name,Founder_Name,Founder_linkedin_id,No_of_Employees,Funding_Type,Year_Founded,Software_Type,Industry_Type,Category,Size_of_Company,Company_Website,Company_Linkedin_id,City,Address,Short_Desription
SpareFoot,Charles Marriott,https://www.linkedin.com/in/charlesmarriott/,51-200 employees,Acquired,2008,B2B SaaS,Real Estate,Marketplace,Medium,www.sparefoot.com,https://www.linkedin.com/company/sparefoot/about/,Austin,"3300 N Interstate Hwy 35, Suite 200, Austin, TX 78705, US",Storage marketplace
SparkCognition,Amir Husain,https://www.linkedin.com/in/amirhusain/,201-500 employees,VC-funded,2013,B2B SaaS,Horizontal,Analytics and BI,Medium,sparkcognition.com,https://www.linkedin.com/company/sparkcognition/about/,Austin,"4030 West Braker Lane, Building 5, Suite 500, Austin, TX 78759",Artificial intelligence technology
SpiceCSM,Mike Ryan,https://www.linkedin.com/in/michaeloryan/,11-50 employees,Angel or Seed Funding,2008,B2B SaaS,Healthcare,Business Mgt and ERP,Small,www.spicecsm.com,https://www.linkedin.com/company/spicecsm/about/,Austin,"600 Congress Street, 14th Floor, Austin, Texas 78701",Contact center platform
Splashmetrics,Steve Brothers,https://www.linkedin.com/in/steve-brothers-56a9193a/,1-10 employees,Self-funded,2018,B2B SaaS,Horizontal,Analytics and BI,Startup,splashmetrics.com,https://www.linkedin.com/company/splashmetrics/about/,Austin,"720B South Lamar Blvd., Austin, TX 78704",Buyer journey mapping
Spout Software,Bruce Gardner,https://www.linkedin.com/in/brucelgardner/,11-50 employees,Self-funded,2011,B2B SaaS,"Entertainment, Hospitality, Travel",Practice Management,Small,spoutsoftware.com,https://www.linkedin.com/company/spout-software-inc/about/,Austin,"Austin, TX",Mobile recording and collaboration platform for the working musician
Sprinklr,Ragy Thomas,https://www.linkedin.com/in/ragythomas/,1001-5000 employees,Public,2009,B2B SaaS,Horizontal,Sales and Marketing,Large,sprinklr.com,https://www.linkedin.com/company/sprinklr/about/,Austin,"2201 E. 6th Street, Austin, TX",Customer experience management software
SpyCloud,Ted Ross,https://www.linkedin.com/in/ted-ross/,51-200 employees,VC-funded,2016,B2B SaaS,Horizontal,Cybersecurity,Medium,spycloud.com,https://www.linkedin.com/company/spycloud/about/,Austin,"2130 Congress Ave S, Austin, Texas 78704, US",Identity management and breach mitigation
Spyderbat,Marc Willebeek-LeMair,https://www.linkedin.com/in/marc-willebeek-lemair-5b04191/,1-10 employees,Angel or Seed Funding,2019,B2B SaaS,Horizontal,Cybersecurity,Startup,www.spyderbat.com,https://www.linkedin.com/company/spyderbat/about/,Austin,"7301 N FM 620 RD, SUITE 78726-4539, AUSTIN TX 78726",Cloud-native cybersecurity solution
Square Root,Chris Taylor,https://www.linkedin.com/in/squarerootceo/,51-200 employees,Self-funded,2006,B2B SaaS,Retail,Business Mgt and ERP,Medium,square-root.com,https://www.linkedin.com/company/square-root/about/,Austin,"508 Oakland Avenue, Austin, TX 78703",Store relationship management software
Squarecap,Sarathi Sathasivan,https://www.linkedin.com/in/sarathisathasivan/,1-10 employees,Self-funded,2015,B2B SaaS,Education,Student Mgt,Startup,info.squarecap.com,https://www.linkedin.com/company/squarecap/about/,Austin,"701 Brazos St., Suite #1600, Austin, Texas 78701, US",Student engagement and attendance
StatusPage (Atlassian),Lukas Simokaitis,https://www.linkedin.com/in/lukas-simokaitis-467b551/,1001-5000 employees,Acquired,2002,B2B SaaS,Horizontal,Communications,Large,www.statuspage.io,https://www.linkedin.com/company/statuspage-io/about/,Austin,"303 Colorado St., Suite 1600, Austin, TX 78701",Customer relationship management software
Stoplight,Steve Rodda,https://www.linkedin.com/in/steverodda/,11-50 employees,VC-funded,2015,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Small,stoplight.io,https://www.linkedin.com/company/stoplight/about/,Austin,"Austin, TX",API lifecycle tooling that integrates into Git workflows
StoryFit,Monica Landers,https://www.linkedin.com/in/molanders/,1-10 employees,VC-funded,2015,B2B SaaS,Horizontal,Analytics and BI,Startup,storyfit.com,https://www.linkedin.com/company/storyfit/about/,Austin,"3305 Steck Ave., Suite 275, Austin, TX 78757",AI-based compilation for publishers and studios
Strangeworks,William Hurley,https://www.linkedin.com/in/whurley/,11-50 employees,Angel or Seed Funding,2018,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Small,strangeworks.com,https://www.linkedin.com/company/strangeworks/about/,Austin,"600 Congress Ave, Austin, Texas 78701, US",Quantum computing platform
Structured Domains,Dennis Lastochkin,https://www.linkedin.com/in/dennis-lastochkin-1798b884/,1-10 employees,Self-funded,2012,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Startup,structureddomains.com,https://www.linkedin.com/company/structureddomains-com/about/,Austin,"Austin, TX","Marketplace platform for B2B, B2C, Peer to Peer, Directories, etc"
Subsplash,Tim Turner,https://www.linkedin.com/in/timturner/,51-200 employees,Self-funded,2005,B2B SaaS,Non-Profit,Practice Management,Medium,www.subsplash.com,https://www.linkedin.com/company/subsplash/about/,Austin,"3300 N Interstate Highway 35, Austin, Texas 78705, US",Church engagement technology
Sumo Logic,Ramin Sayar,https://www.linkedin.com/in/raminsayar/,501-1000 employees,Public,2010,B2B SaaS,Horizontal,Analytics and BI,Large,www.sumologic.com,https://www.linkedin.com/company/sumo-logic/about/,Austin,"11501 Rock Rose Ave #200 Austin, TX 78758",Machine data analytics platform
SumSavy,Null,Null,1-10 employees,Self-funded,2015,B2B SaaS,Horizontal,Accounting and Finance,Startup,www.sumsavy.com,https://www.linkedin.com/company/sumsavy/about/,Austin,"8920 Business Park Dr, Austin, Texas 78759, US",Financial projection tools for SaaS businesses
SupportSync,Scott Burgess,https://www.linkedin.com/in/scott-burgess-406b462/,1-10 employees,Self-funded,2015,B2B SaaS,Horizontal,Business Mgt and ERP,Startup,www.supportsync.com,https://www.linkedin.com/company/supportsync/about/,Austin,"Austin, TX",Product Return Management system
Survivr,Brian Hoang,https://www.linkedin.com/in/brianqhoang/,11-50 employees,Acquired,2018,B2G,Government,Virtual Reality,Small,survivr.com,https://www.linkedin.com/company/survivrlabs/about/,Austin,"Austin, Texas",Virtual reality first responder training
SwipedOn,Hadleigh Ford,https://www.linkedin.com/in/hadleigh-ford-nz/,11-50 employees,Acquired,2013,B2B SaaS,Horizontal,Automation,Small,www.swipedon.com,https://www.linkedin.com/company/swipedon/about/,Austin,"119 Nueces St, Austin, TX 78701",Contactless physical sign in
SwivelMeta,Scott Harmon,https://www.linkedin.com/in/scott-harmon-523a3811/,11-50 employees,VC-funded,2016,B2B SaaS,Real Estate,On-Demand Services,Small,www.swivelmeta.io,https://www.linkedin.com/company/swivel-work/about/,Austin,"7500 Rialto Blvd, 250, Austin, Texas 78735, US",Digital office platform
Sync1 Systems,Steve Maloney,https://www.linkedin.com/in/steve-maloney-11a2791/,1-10 employees,Self-funded,2016,B2B SaaS,Financial Services,Practice Management,Startup,www.sync1systems.com,https://www.linkedin.com/company/sync1-systems/about/,Austin,"12515-5 RESEARCH BLVD., SUITE 275, AUSTIN, TX 78759",Loan origination software
Synchro ERP,Christopher Collins,https://www.linkedin.com/in/christopher-collins-4116091a2/,11-50 employees,Self-funded,1975,B2B SaaS,Manufacturing,Business Mgt and ERP,Small,www.synchroerp.com,https://www.linkedin.com/company/synchro-erp/about/,Austin,"100 Congress, Suite 2000, Austin, Texas 78701, US",ERP software system for casting businesses
SynerGILL,Rahul Pandit,https://www.linkedin.com/in/rahul-pandit-72b879141/,11-50 employees,Self-funded,2016,B2B SaaS,Horizontal,Ecommerce,Small,www.synergill.com,https://www.linkedin.com/company/synergill-corporation/about/,Austin,"2812 St Paul Rivera, Round Rock, TX 78665, USA",Warehouse Management System (WMS) and Point Of Sale.
Synopsys,Aart de Geus,https://www.linkedin.com/in/aart-de-geus-2a624b23/,"10,001+ employees",Public,1986,B2B SaaS,Horizontal,Cybersecurity,Large,www.blackducksoftware.com,https://www.linkedin.com/company/synopsys/about/,Austin,"1301 South Mopac Expressway, Suite 200, Austin, TX 78746","EDA, semiconductor IP, software quality, and security solutions"
SystemSurveyor,Christopher Hugman,https://www.linkedin.com/in/christopher-hugman-p-e-3963aa1/,11-50 employees,Self-funded,2014,B2B SaaS,Real Estate,Cybersecurity,Small,systemsurveyor.com,https://www.linkedin.com/company/system-surveyor/about/,Austin,"4220 Monterey Oaks Blvd., Building B, 3rd floor (Community Center), Austin, TX 78749",Physical security and smart building design platform
Table22,Sam Bernstein,https://www.linkedin.com/in/swbernstein/,11-50 employees,Angel or Seed Funding,2020,B2B SaaS,"Entertainment, Hospitality, Travel",Sales and Marketing,Small,table22.com,https://www.linkedin.com/company/table22/about/,Austin,"Austin, TX",Marketing platform for restaurants
Tableau Software,Adam Selipsky,https://www.linkedin.com/in/adamselipsky/,1001-5000 employees,Public,2003,B2B SaaS,Horizontal,Analytics and BI,Large,www.tableau.com,https://www.linkedin.com/company/tableau-software/about/,Austin,"600 Congress Avenue, Suite 2500, Austin, TX 78701, US",Analytics platform
Tabulate,Monte Beck,https://www.linkedin.com/in/montebeck/,11-50 employees,VC-funded,2014,B2B SaaS,Food,Accounting and Finance,Small,tabulate.com,https://www.linkedin.com/company/tabulate-inc-/about/,Austin,"2111 Dickson Dr, Austin, Texas 78704",Bookkeeping solution for restaurants
TalentCube,Null,Null,1-10 employees,Self-funded,2015,B2B SaaS,Horizontal,HR and Recruiting,Startup,www.talentcube.io,https://www.linkedin.com/company/talentcube-llc/about/,Austin,"6500 River Place Blvd. Building 7, Suite 250, Austin, Texas 78730",Recruiting software
TalentGuard,Linda Ginac,https://www.linkedin.com/in/lindaginac/,51-200 employees,VC-funded,2009,B2B SaaS,Horizontal,HR and Recruiting,Medium,talentguard.com,https://www.linkedin.com/company/talentguard/about/,Austin,"1120 S Capital of Texas Hwy, Building 3, Suite 105, Austin, Texas 78746, US",Talent management platform
TalentNet,Amber O'Reilley,https://www.linkedin.com/in/amberprothero/,51-200 employees,Self-funded,2013,B2B SaaS,Horizontal,HR and Recruiting,Medium,talentnet.com,https://www.linkedin.com/company/talentnetinc/about/,Austin,"Austin, TX",Human capital management software company
Talroo,Thad Price,https://www.linkedin.com/in/thad-price-2368b/,51-200 employees,Self-funded,2010,B2B SaaS,Horizontal,HR and Recruiting,Medium,www.talroo.com,https://www.linkedin.com/company/talroo-official/about/,Austin,"6433 Champion Grandview Way, Bldg 2, Ste 100, Austin, TX 78750, US",Talent management platform
Tasksuite,Charl Naude,https://www.linkedin.com/in/charl-naude-62634a61/,11-50 employees,Self-funded,2015,B2B SaaS,Horizontal,Sales and Marketing,Small,www.tasksuite.com,https://www.linkedin.com/company/tasksuite/about/,Austin,"2101 S. I-35, Frontage Road, 410, Austin, Texas 78741, US",Customer engagement platform
Tasktop,Mik Kersten,https://www.linkedin.com/in/mikkersten/,51-200 employees,VC-funded,2007,B2B SaaS,Horizontal,Analytics and BI,Medium,www.tasktop.com,https://www.linkedin.com/company/tasktop-technologies/about/,Austin,"524 N. Lamar Blvd. #202 Austin, TX 78703 United States",Value stream management platform
Taulia,Cedric Bru,https://www.linkedin.com/in/cedricbru/,201-500 employees,Acquired,2009,B2B SaaS,Horizontal,Accounting and Finance,Medium,taulia.com,https://www.linkedin.com/company/taulia-inc-/about/,Austin,"8303 N. Mopac Expressway, Suite B-225, Austin, TX 78759, US",Invoice automation and working capital optimization technologies
TaxTaker,Ari Palmer,https://www.linkedin.com/in/aripalmer/,1-10 employees,Self-funded,2018,B2B SaaS,Horizontal,Accounting and Finance,Startup,taxtaker.com,https://www.linkedin.com/company/taxtaker/about/,Austin,"112 E 7th St, Austin, TX, 78701",Automated Specialty Tax Platform
TeacherGraph,Null,Null,1-10 employees,Self-funded,2012,B2B SaaS,Education,Communications,Startup,teachergraph.com,https://www.linkedin.com/company/teachergraph/about/,Austin,"Austin, TX",Parent/teacher communication tool
Team Topia,Mason Hale,https://www.linkedin.com/in/masonhale/,1-10 employees,Angel or Seed Funding,2011,B2B SaaS,Sports and Fitness,Practice Management,Startup,www.swimtopia.com,https://www.linkedin.com/company/team-topia/about/,Austin,"8127 Mesa Dr, Suite B206-223, Austin, TX 78759, US",Swim team management solution
Tecra,Giri Gondi,https://www.linkedin.com/in/giri-gondi/,201-500 employees,Self-funded,1998,B2B SaaS,Retail,Ecommerce,Medium,tecra.com,https://www.linkedin.com/company/tecra-systems/about/,Austin,"9050 N Capital of Texas Hwy, Suite 300, Austin, Texas 78759, US",Personalized marketing technology
TeleSpace,Philip Kiser,https://www.linkedin.com/in/philip-kiser-3997ab/,51-200 employees,Self-funded,2012,B2B SaaS,Horizontal,Communications,Medium,www.telespace.com,https://www.linkedin.com/company/telespace-llc/about/,Austin,"4209 South Industrial Blvd, Suite# 325, Austin, Texas 78744, US",Unified communication platform
Televero Health,Philip Sanger,https://www.linkedin.com/in/philip-sanger-53435470/,1-10 employees,VC-funded,2009,B2B SaaS,Healthcare,Practice Management,Startup,www.televerohealth.com,https://www.linkedin.com/company/televero-health/about/,Austin,"6601 West Courtyard Drive, 2-225, Austin, Texas 78730",Care management platform for Medicare with on-demand telehealth
TeleVet,Steven Carter,https://www.linkedin.com/in/stevencarter01/,11-50 employees,VC-funded,2015,B2B SaaS,Healthcare,Practice Management,Small,www.gettelevet.com,https://www.linkedin.com/company/televet/about/,Austin,"823 Congress Ave STE 300, Austin, TX 78701",Telemedicine platform for veterinarians
TeligentIP,Greg Nielsen,https://www.linkedin.com/in/gregvnielsen/,51-200 employees,Self-funded,2012,B2B SaaS,Horizontal,Communications,Medium,www.teligentip.com,https://www.linkedin.com/company/teligentip/about/,Austin,"600 Congress Avenue 14th Floor Austin, Texas 78701","Cloud communications, call center solutions, and interactive messaging platform"
Temenos,Max Chuard,https://www.linkedin.com/in/max-chuard-1a027b/,5001-10000 employees,Private Equity funding,1993,B2B SaaS,Financial Services,Business Mgt and ERP,Large,www.temenos.com,https://www.linkedin.com/company/temenos/about/,Austin,"5301 Southwest Parkway, Suite 250, Austin, Texas 78735 USA",Bank management software platform
Tenant File Property Management Software,Wayne Gathright,https://www.linkedin.com/in/wayne-gathright-85a44315/,1-10 employees,Self-funded,1990,B2B SaaS,Real Estate,Business Mgt and ERP,Startup,www.tenantfile.com,https://www.linkedin.com/company/tenant-file-property-management-software/about/,Austin,"6705 Hwy 290 West, Suite 502, Austin TX 78735",Property Management Software for property managers and owners of rental property
TenantCloud,Joseph Edgar,https://www.linkedin.com/in/joseph-edgar-7a018521/,11-50 employees,VC-funded,2014,B2B SaaS,Real Estate,Accounting and Finance,Small,www.tenantcloud.com,https://www.linkedin.com/company/tenantcloud/about/,Austin,"4301 W. WIlliam Cannon Dr., Austin, Texas 78749, US",Rental accounting and management
Tenantfile,Wayne Gathright,https://www.linkedin.com/in/wayne-gathright-85a44315/,1-10 employees,Self-funded,1990,B2B SaaS,Real Estate,Business Mgt and ERP,Startup,www.tenantfile.com,https://www.linkedin.com/company/tenant-file-property-management-software/about/,Austin,"Austin, TX",Property Management Software
Tenfold,Jeff Cotten,https://www.linkedin.com/in/jeff-cotten/,51-200 employees,VC-funded,2015,B2B SaaS,Horizontal,Sales and Marketing,Medium,www.tenfold.com,https://www.linkedin.com/company/tenfold/about/,Austin,"2222 Rio Grande, Suite 250 , Austin, Texas 78705",Customer communications platform
Testfit,Clifton Harness,https://www.linkedin.com/in/cliftonharness/,11-50 employees,VC-funded,2016,B2B SaaS,Real Estate,On-Demand Services,Small,blog.testfit.io,https://www.linkedin.com/company/testfits/about/,Austin,"Austin, TX",3D rendering for commercial real estate
Tethr,Gary Clark,https://www.linkedin.com/in/gary-clark-9b4338/,51-200 employees,VC-funded,2012,B2B SaaS,Horizontal,Analytics and BI,Medium,www.tethr.com,https://www.linkedin.com/company/wearetethr/about/,Austin,"9606 N Mopac Expy, Austin, Texas 78759",AI-powered conversation intelligence platform
The Mentor Method,Janice Omadek,https://www.linkedin.com/in/janiceomadeke/,11-50 employees,Other,2019,B2B SaaS,Horizontal,HR and Recruiting,Small,www.thementormethod.com,https://www.linkedin.com/company/the-mentor-method/about/,Austin,"Austin, TX",Employee engagement software
The Theme Foundry,Null,Null,1-10 employees,Self-funded,2007,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Startup,thethemefoundry.com,https://www.linkedin.com/company/the-mentor-method/about/,Austin,"Austin, TX",WordPress themes marketplace
THG Energy Solutions,Daniel M. Frey,https://www.linkedin.com/in/daniel-frey-40457a10/,11-50 employees,Angel or Seed Funding,2003,B2B SaaS,"Energy, Gas, Oil, Utilities",Analytics and BI,Small,www.thgenergy.com,https://www.linkedin.com/company/thg-energy-solutions-llc/about/,Austin,"811 Trinity Street, Suite B, Austin, TX 78701",Energy management software
Third Insight,Gareth Block,https://www.linkedin.com/in/gareth-block-ph-d-41306811/,1-10 employees,Angel or Seed Funding,2016,B2B SaaS,Horizontal,AI and Machine Learning,Startup,thirdinsight.ai,https://www.linkedin.com/company/third-insight/about/,Austin,"8701 W Highway 71, Suite 201-R, Austin, Texas 78735, US",Artificial reasoning platform
